fileName,Max Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
don_baughman_000_1_1.pst.101.xls,Sheet1:C20,115,37,1,21,1
larry_campbell_000_1_1.pst.502.xls,Sheet1:C20,91,37,1,21,1
don_baughman_000_1_1.pst.187.xls,Sheet1:C20,110,37,1,21,1
vkaminski_001_1_2_1.pst.62.xls,5b. 7.3:D4,1591,29029,673,29029,700
andy_zipper_000_1_1.pst.84.xls,TRANSACTIONSUMMARYREPORT -1:N4780,816,9,1,4,1
chris_germany_000_1_2.pst.208.xls,Jan 01 trial:AW14,498,13,0,13,0
paul_y'barbo_000_1_1.pst.127.xls,USGT 500616:G12,80,349,4,349,5
vkaminski_001_1_2_1.pst.159.xls,Escalation:A20,244,1883,21,1883,22
stacey_white_000_1_1.pst.279.xls,BRA Power:A6,1758,4385,423,4385,426
matthew_lenhart_001_1_1.pst.173.xls,OP.Power Desk Daily Price:B7,92,61,1,61,1
john_arnold_000_1_2.pst.354.xls,WinsTrades:E12,113,179,1,179,2
robin_rodrigue_000_1_1.pst.199.xls,Months:F4,150,124,0,124,1
vkaminski_000_1_1_1.pst.23.xls,CashFlow:B3,244,504,7,504,8
john_lavorato_001_1_1_1.pst.94.xls,CP Trade Data:F3,2584,34739,579,34735,609
darron_c_giron_002_1_1_1.pst.157.xls,30 Year:J3,78,2162,35,2162,37
thomas_martin_000_1_1_1.pst.194.xls,Physical Non EOL (2):C5,160,5,0,5,0
joe_parks_000_1_1.pst.296.xls,Data:J2,104,337,2,1,2
andy_zipper_000_1_1.pst.81.xls,DD-ENA:F500,60,8,0,8,0
tracy_geaccone_000_1_1.pst.198.xls,EREC-EREC4:E33,107,86,1,86,1
joe_parks_000_1_1.pst.121.xls,Permian Matrix:A186,196,178,2,177,2
john_griffith_000_1_1.pst.26.xls,Sheet1:E11,189,527,5,527,5
cooper_richey_000_1_1.pst.30.xls,DATA:F1556,89,3,0,1,0
andy_zipper_000_1_1.pst.73.xls,DD-ENA:F500,68,8,0,8,0
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,365,201,2,1,2
mike_grigsby_000_1_1_1.pst.108.xls,Power Curve:J5,1288,34481,1744,34481,1776
benjamin_rogers_001_1_1.pst.34.xls,Wheatland:Z66,94,46,1,45,1
larry_may_000_1_1.pst.311.xls,WEST GAMMA:CY2,732,0,0,0,0
robin_rodrigue_000_1_1.pst.133.xls,swap_model:B9,155,1686,36,1682,37
matthew_lenhart_001_1_1.pst.96.xls,OP.Power Desk Daily Price:B7,99,61,1,61,1
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B12,115,4266,70,4266,74
vkaminski_000_1_1_1.pst.281.xls,Expiration Dates:F9,233,1077,13,1077,14
vkaminski_000_1_1_1.pst.176.xls,ALUMINUM_S:B3288,372,7,1,5,1
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:CI10,80,218,4,89,4
don_baughman_000_1_1.pst.147.xls,Sheet1:C20,108,37,1,21,1
darron_c_giron_000_1_1_1.pst.165.xls,Run Query:D25,227,28,0,1,0
andy_zipper_000_1_1.pst.65.xls,DD-ENA:F500,68,8,0,8,0
benjamin_rogers_001_1_1.pst.50.xls,Debt:E160,100,1343,25,1322,26
stacey_white_000_1_1.pst.300.xls,BRA Power:A6,1725,4385,409,4385,412
