fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
andy_zipper_000_1_1.pst.84.xls,DD-EGL:P29,910,3,0,3,0
chris_germany_000_1_2.pst.208.xls,Jan 01 trial:AB14,586,0,0,0,0
paul_y'barbo_000_1_1.pst.127.xls,Duke 500621:H12,83,235,3,233,3
vkaminski_001_1_2_1.pst.159.xls,Escalation:L13,198,275,3,1,3
stacey_white_000_1_1.pst.279.xls,BRA Power:A6,1730,4385,383,4385,387
matthew_lenhart_001_1_1.pst.173.xls,OP.Power Desk Daily Price:B7,95,61,1,61,1
john_arnold_000_1_2.pst.354.xls,Position:M4,115,8,1,7,1
robin_rodrigue_000_1_1.pst.199.xls,Months:F4,153,124,1,124,1
vkaminski_000_1_1_1.pst.23.xls,Aux:H5,248,22,0,1,0
john_lavorato_001_1_1_1.pst.94.xls,CP Trade Data:F2,2751,20846,279,20844,294
darron_c_giron_002_1_1_1.pst.157.xls,30 Year:A4,82,1087,11,1085,11
thomas_martin_000_1_1_1.pst.194.xls,Physical Non EOL (2):B3,163,5,1,5,1
joe_parks_000_1_1.pst.296.xls,Data:J2,104,337,3,1,3
andy_zipper_000_1_1.pst.81.xls,DD-EGL:P29,62,3,0,3,0
tracy_geaccone_000_1_1.pst.198.xls,EREC-EREC4:E70,110,70,1,70,1
joe_parks_000_1_1.pst.121.xls,Permian Matrix:A113,327,178,2,45,2
john_griffith_000_1_1.pst.26.xls,Sheet1:E11,193,527,5,527,6
cooper_richey_000_1_1.pst.30.xls,DATA:F38,65,3,0,1,0
andy_zipper_000_1_1.pst.73.xls,DD-EGL:P29,71,3,0,3,0
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,374,201,1,1,1
mike_grigsby_000_1_1_1.pst.108.xls,Curves:A1,1251,899,309,899,310
benjamin_rogers_001_1_1.pst.34.xls,Wilton:Y135,97,28,0,28,0
larry_may_000_1_1.pst.311.xls,WEST GAMMA:B3,679,150,1,1,1
robin_rodrigue_000_1_1.pst.133.xls,Alberta Curve:D9,158,61,0,60,0
matthew_lenhart_001_1_1.pst.96.xls,OP.Power Desk Daily Price:B7,102,61,0,61,0
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B47,116,3561,59,3560,62
vkaminski_000_1_1_1.pst.281.xls,Expiration Dates:D30,241,6,0,2,0
vkaminski_000_1_1_1.pst.176.xls,ALUMINUM_S:B3505,382,7,0,5,0
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:G47,81,116,1,111,1
don_baughman_000_1_1.pst.147.xls,Sheet1:C38,112,37,0,21,0
